City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,puerto deseado,-47.7503,-65.8938,8.56,89,96,2.65,AR,1718136496
364,happy valley-goose bay,53.3168,-60.3315,11.17,82,75,2.57,CA,1718136317
365,constantia,44.1833,28.65,22.38,75,71,2.91,RO,1718136223
366,ladario,-19.0047,-57.6017,36.05,38,1,4.63,BR,1718136235
367,filadelfia,39.9523,-75.1638,23.42,57,75,3.6,US,1718136308
368,port lincoln,-34.7333,135.8667,14.04,91,54,2.9,AU,1718136497
369,porangatu,-13.4408,-49.1486,33.02,28,26,2.47,BR,1718136468
370,hasaki,35.7333,140.8333,19.22,88,100,3.93,JP,1718136497
371,aleksandrovsk-sakhalinskiy,50.8975,142.1561,9.76,96,100,2.64,RU,1718136497
372,clinton,42.587,-82.9199,24.33,50,75,3.6,US,1718136273
373,nizhneangarsk,55.7833,109.55,6.67,92,96,2.24,RU,1718136497
374,shelbyville,35.4834,-86.4603,26.1,43,0,4.12,US,1718136497
375,alva,56.1528,-3.8051,11.44,71,98,2.0,GB,1718136497
376,hotan,37.0997,79.9269,25.74,26,100,2.8,CN,1718136497
377,saldanha,-33.0117,17.9442,15.4,83,53,8.28,ZA,1718136497
378,koungheul,13.9833,-14.8,38.4,20,5,3.19,SN,1718136497
379,akureyri,65.6835,-18.0878,14.78,47,65,2.14,IS,1718136497
380,cannonvale,-20.2833,148.7,18.66,76,1,1.98,AU,1718136497
381,puerto ayacucho,5.6639,-67.6236,30.38,72,89,0.61,VE,1718136497
382,mahanoro,-19.9,48.8,20.52,88,68,4.16,MG,1718136498
383,port macquarie,-31.4333,152.9167,12.23,71,86,3.14,AU,1718136498
384,tual,-5.6667,132.75,26.66,82,100,8.98,ID,1718136431
385,karangampel,-6.4622,108.4519,26.15,84,31,2.38,ID,1718136498
386,tongchuanshi,35.0806,109.0897,23.38,40,48,2.04,CN,1718136498
387,manacapuru,-3.2997,-60.6206,29.62,74,100,0.54,BR,1718136498
388,borkum,53.5809,6.6915,12.19,71,100,8.35,DE,1718136498
389,kununurra,-15.7667,128.7333,12.99,94,39,0.0,AU,1718136320
390,howrah,22.5892,88.3103,30.0,89,40,5.14,IN,1718136498
391,greymouth,-42.4667,171.2,3.88,88,36,2.3,NZ,1718136498
392,buala,-8.145,159.5921,27.13,82,98,2.5,SB,1718136498
393,borogontsy,62.6683,131.1683,13.4,72,40,0.28,RU,1718136498
394,kismayo,-0.3582,42.5454,25.88,79,70,7.28,SO,1718136498
395,mili,6.0815,171.735,28.0,81,35,5.23,MH,1718136499
396,miguel calmon,-11.4289,-40.595,23.99,62,94,2.57,BR,1718136265
397,arafat,21.3594,39.9664,33.59,19,6,2.67,SA,1718136499
398,merritt island,28.5392,-80.672,27.05,93,100,4.12,US,1718136499
399,masterton,-40.9597,175.6575,6.6,82,90,0.61,NZ,1718136499
400,saint-pierre-des-corps,47.3833,0.7333,15.36,51,0,2.57,FR,1718136499
401,tarfaya,27.9358,-12.9218,19.91,78,0,7.98,MA,1718136499
402,jamaame,0.0697,42.745,24.5,82,73,4.68,SO,1718136499
403,gallup,35.5281,-108.7426,29.42,17,0,4.12,US,1718136499
404,coquimbo,-29.9533,-71.3436,14.99,74,100,6.17,CL,1718136234
405,lake albert,-35.1667,147.3833,9.36,93,13,0.89,AU,1718136499
406,kabompo,-13.5927,24.2008,12.99,45,0,3.05,ZM,1718136499
407,ballina,-28.8667,153.5667,14.68,60,100,5.92,AU,1718136499
408,krasnogvardeyskoye,45.8456,41.5186,21.5,69,42,2.37,RU,1718136499
409,rodolfo sanchez taboada,31.7167,-116.5667,20.06,72,0,1.34,MX,1718136499
410,labuan,5.2767,115.2417,28.27,75,78,1.98,MY,1718136500
411,holualoa,19.6228,-155.9522,26.97,73,20,3.6,US,1718136500
412,pesqueria,25.7833,-100.05,39.65,30,0,2.06,MX,1718136500
413,magadan,59.5667,150.8,6.41,65,99,3.13,RU,1718136500
414,tamiahua,21.2667,-97.45,33.19,53,21,6.45,MX,1718136500
415,carnarvon,-24.8667,113.6333,19.09,89,100,4.78,AU,1718136499
416,tadine,-21.55,167.8833,20.49,73,0,4.58,NC,1718136500
417,boende,-0.2167,20.8667,26.26,56,100,1.03,CD,1718136500
418,sechelt,49.4664,-123.7694,18.5,67,75,4.84,CA,1718136500
419,yuzhno-kurilsk,44.0306,145.8556,11.88,99,98,1.67,RU,1718136500
420,queenstown,-31.8976,26.8753,11.71,30,100,4.87,ZA,1718136500
421,tocopilla,-22.092,-70.1979,20.88,70,17,3.53,CL,1718136113
422,ploneour-lanvern,47.9,-4.2833,14.18,58,0,4.12,FR,1718136500
423,polyarnyy,69.1989,33.4478,6.65,93,95,4.04,RU,1718136500
424,arraial do cabo,-22.9661,-42.0278,24.92,69,0,1.54,BR,1718136501
425,novyy urengoy,66.0833,76.6333,6.61,82,5,2.08,RU,1718136501
426,hilo,19.7297,-155.09,31.27,66,0,4.63,US,1718136227
427,paulden,34.8856,-112.4682,37.44,10,3,2.68,US,1718136501
428,nar'yan-mar,67.6713,53.087,6.73,90,66,3.58,RU,1718136501
429,petropavlovsk-kamchatsky,53.0452,158.6483,8.03,90,100,4.47,RU,1718136501
430,northam,51.0333,-4.2167,13.12,69,77,4.74,GB,1718136501
431,san andres,12.5847,-81.7006,31.01,74,20,2.57,CO,1718136242
432,mandalgovi,45.7625,106.2708,16.24,62,97,3.53,MN,1718136501
433,yantarnyy,54.8717,19.9381,12.92,84,10,8.22,RU,1718136501
434,quellon,-43.1167,-73.6167,11.71,89,26,3.18,CL,1718136501
435,igrim,63.1906,64.4162,15.1,65,100,2.03,RU,1718136501
436,inongo,-1.95,18.2667,23.2,55,87,0.92,CD,1718136501
437,mejit,10.2753,170.8646,27.68,83,33,9.25,MH,1718136501
438,newman,37.3138,-121.0208,35.69,15,0,3.24,US,1718136502
439,gurupi,-11.7292,-49.0686,33.31,30,13,2.2,BR,1718136324
440,turtas,58.9417,69.1325,13.73,76,31,1.55,RU,1718136502
441,klaksvik,62.2266,-6.589,7.51,81,100,7.87,FO,1718136502
442,novyy urgal,51.0736,132.5642,10.5,93,100,1.88,RU,1718136502
443,bor,56.3567,44.0669,23.96,87,100,3.82,RU,1718136502
444,mount isa,-20.7333,139.5,8.87,66,0,0.0,AU,1718136502
445,howard springs,-12.497,131.047,18.95,91,56,1.8,AU,1718136502
446,pandan,14.0453,124.1694,27.13,86,58,1.64,PH,1718136502
447,wulingyuan,29.3494,110.5441,20.03,98,83,1.35,CN,1718136502
448,berdigestyakh,62.0989,126.6992,12.33,68,18,1.64,RU,1718136502
449,bikenibeu village,1.3673,173.1241,28.98,84,40,3.6,KI,1718136502
450,sinabang,2.4803,96.3801,26.29,83,100,0.79,ID,1718136502
451,andalgala,-27.5819,-66.3165,24.55,26,3,3.02,AR,1718136502
452,nadi,-17.8,177.4167,23.0,78,40,2.06,FJ,1718136503
453,salinopolis,-0.6136,-47.3561,27.77,81,89,4.74,BR,1718136353
454,amble,55.3333,-1.5833,10.08,81,100,4.12,GB,1718136503
455,dryden,49.7833,-92.7503,15.16,88,100,3.6,CA,1718136379
456,nazyvayevsk,55.5698,71.3529,13.69,85,100,5.9,RU,1718136503
457,hammerfest,70.6634,23.6821,10.25,81,75,5.66,NO,1718136503
458,tindouf,27.6711,-8.1474,24.45,31,41,10.58,DZ,1718136503
459,kutum,14.2,24.6667,26.5,47,73,1.02,SD,1718136503
460,lautoka,-17.6167,177.4667,22.92,78,40,2.06,FJ,1718136263
461,sastobe,42.55,70.0,22.94,42,23,3.86,KZ,1718136503
462,patterson,37.4716,-121.1297,33.86,16,1,3.87,US,1718136503
463,thunder bay,48.4001,-89.3168,12.99,62,100,2.06,CA,1718136380
464,barcelos,41.5388,-8.6151,18.08,75,0,3.66,PT,1718136307
465,forster,-32.1667,152.5167,9.05,93,80,4.79,AU,1718136503
466,chitipa,-9.7024,33.2697,12.38,92,98,2.41,MW,1718136504
467,chibougamau,49.9168,-74.3659,21.23,44,33,0.85,CA,1718136504
468,bull savanna,17.8868,-77.5902,28.19,74,21,9.91,JM,1718136504
469,manado,1.487,124.8455,24.43,100,20,1.03,ID,1718136395
470,lodja,-3.4833,23.4333,26.25,47,100,0.72,CD,1718136504
471,gaoual,11.75,-13.2,22.88,95,100,3.84,GN,1718136504
472,palangkaraya,-2.2,113.8333,23.24,99,36,0.91,ID,1718136431
473,chai buri,8.4622,99.0763,24.44,96,95,0.72,TH,1718136504
474,timimoun,29.2639,0.231,37.74,9,43,4.94,DZ,1718136504
475,kolonia town,6.964,158.206,28.0,89,100,2.06,FM,1718136504
476,viljandi,58.3639,25.59,11.24,86,100,1.98,EE,1718136504
477,kenai,60.5544,-151.2583,11.12,88,100,5.14,US,1718136504
478,huruta,8.15,39.35,18.51,67,41,1.75,ET,1718136504
479,mildura,-34.2,142.15,10.6,89,1,5.08,AU,1718136505
480,luorong,24.4058,109.6086,24.85,95,100,0.88,CN,1718136505
481,angaur state,6.906,134.13,27.53,78,100,1.89,PW,1718136505
482,goseong,34.9763,128.3236,20.02,91,5,0.91,KR,1718136505
483,toyooka,35.5333,134.8333,18.43,97,100,2.68,JP,1718136250
484,spring creek,40.7266,-115.5859,29.9,21,6,2.24,US,1718136505
485,nguigmi,14.2495,13.1092,29.12,52,12,2.98,NE,1718136505
486,kailua-kona,19.6406,-155.9956,29.04,70,20,3.6,US,1718136505
487,jawf al maqbabah,13.8378,45.8349,28.91,61,7,1.04,YE,1718136505
488,pervomayskoye,43.919,46.7102,22.17,74,20,0.72,RU,1718136505
489,piti village,13.4626,144.6933,28.03,93,75,2.06,GU,1718136505
490,swift current,50.2834,-107.8014,23.45,46,0,6.17,CA,1718136397
491,kem',64.9555,34.5793,10.86,81,45,3.14,RU,1718136505
492,coahuayana de hidalgo,18.7,-103.6583,31.89,57,100,3.56,MX,1718136505
493,whangarei,-35.7317,174.3239,8.15,84,57,0.8,NZ,1718136506
494,nikol'sk,53.7189,46.0712,20.41,73,0,4.67,RU,1718136294
495,mount pearl,47.5166,-52.7813,21.19,56,75,5.66,CA,1718136393
496,mirabad,30.4362,61.8383,33.88,11,0,6.0,AF,1718136506
497,manzhouli,49.6,117.4333,14.8,71,100,1.51,CN,1718136506
498,sittwe,20.15,92.9,26.96,87,100,3.59,MM,1718136506
499,labasa,-16.4167,179.3833,24.82,87,99,3.02,FJ,1718136506
500,brokopondo,4.75,-55.1667,24.97,93,100,5.54,SR,1718136506
501,lorengau,-2.0226,147.2712,27.46,79,100,1.53,PG,1718136506
502,chemin grenier,-20.4872,57.4656,21.42,82,95,6.84,MU,1718136506
503,andergrove,-21.0833,149.1833,12.03,70,0,2.34,AU,1718136506
504,jeju city,33.5097,126.5219,21.35,81,99,1.45,KR,1718136444
505,santa rosa misiones,-26.8667,-56.85,25.67,66,0,2.22,PY,1718136506
506,khabarovsk,48.4808,135.0928,9.89,66,40,8.0,RU,1718136507
507,dawei,14.0833,98.2,26.23,91,100,3.49,MM,1718136507
508,saint-julien-les-villas,48.2667,4.1,12.98,82,0,2.57,FR,1718136507
509,peace river,56.2501,-117.286,19.17,48,100,5.14,CA,1718136303
510,novodvinsk,64.4165,40.8122,14.88,91,5,0.73,RU,1718136285
511,terbanggi besar,-4.8667,105.2333,23.66,94,51,1.55,ID,1718136507
512,springs,-26.25,28.4,7.59,36,12,1.32,ZA,1718136507
513,ar rutbah,33.0381,40.2848,29.0,22,0,2.64,IQ,1718136507
514,usinsk,65.9939,57.5281,13.93,64,96,3.13,RU,1718136507
515,nagqu,31.5,92.0,6.06,77,100,4.32,CN,1718136507
516,saint-francois,46.4154,3.9054,13.69,67,0,2.57,FR,1718136507
517,taltal,-25.4,-70.4833,18.23,69,31,2.25,CL,1718136020
518,claiborne,32.516,-92.1918,31.84,37,0,5.14,US,1718136507
519,newtown,-33.8984,151.1775,15.08,74,40,1.03,AU,1718136508
520,tangalle,6.024,80.7911,26.32,89,98,5.87,LK,1718136508
521,el bayadh,33.6832,1.0193,20.49,45,71,9.62,DZ,1718136508
522,santa rosalia,27.3167,-112.2833,31.5,25,0,2.62,MX,1718136508
523,linghai,41.1653,121.3667,17.86,93,54,1.3,CN,1718136508
524,castlebar,53.85,-9.3,10.18,80,100,2.37,IE,1718136508
525,kasongo-lunda,-6.4667,16.8167,21.07,36,61,0.36,CD,1718136508
526,san julian,21.0167,-102.1667,32.0,17,31,4.7,MX,1718136508
527,battle,50.9173,0.4842,12.49,82,100,2.3,GB,1718136508
528,tromso,69.6496,18.957,11.01,87,75,3.09,NO,1718136508
529,laojunmiao,39.8333,97.7333,20.05,24,98,3.26,CN,1718136508
530,murzuq,25.9155,13.9184,34.7,11,0,2.7,LY,1718136508
531,alesund,62.4723,6.1549,10.51,77,75,5.14,NO,1718136509
532,chadron,42.8294,-102.9999,28.87,35,20,4.12,US,1718136509
533,micheweni,-4.9667,39.8333,25.42,74,9,7.01,TZ,1718136509
534,revelstoke,50.9832,-118.2023,16.01,77,75,1.54,CA,1718136509
535,valparaiso,-33.0393,-71.6273,15.8,70,75,1.03,CL,1718136492
536,sisimiut,66.9395,-53.6735,4.53,98,100,1.16,GL,1718136509
537,geraldton,-28.7667,114.6,16.23,88,100,4.12,AU,1718136509
538,zayed city,24.3768,54.589,35.0,58,0,5.14,AE,1718136510
539,rakops,-21.0167,24.3333,13.3,36,7,2.71,BW,1718136510
540,merizo village,13.2658,144.6691,27.85,95,100,3.7,GU,1718136510
541,beyneu,45.3167,55.2,28.17,33,100,10.78,KZ,1718136510
542,la spezia,44.1105,9.8434,21.03,78,100,0.45,IT,1718136510
543,gwadar,25.1216,62.3254,28.94,86,0,4.46,PK,1718136510
544,san patricio,28.017,-97.5169,37.52,36,8,7.37,US,1718136510
545,at taj,24.2049,23.2857,30.44,14,0,3.57,LY,1718136510
546,labrador city,52.9463,-66.9114,18.73,19,3,1.71,CA,1718136510
547,quinzano d'oglio,45.3109,10.0086,18.01,92,48,6.14,IT,1718136510
548,vrangel',42.7297,133.0839,13.95,100,100,1.73,RU,1718136511
549,abay,49.6311,72.8539,9.21,83,1,3.2,KZ,1718136511
550,tres barras,-26.1064,-50.3222,21.06,69,5,1.0,BR,1718136511
551,qianzhou,28.3167,109.7167,22.28,94,84,1.0,CN,1718136511
552,baiyin,36.5583,104.2081,20.29,35,100,2.24,CN,1718136511
553,malango,-2.9627,119.9001,19.15,97,88,0.77,ID,1718136511
554,sabang,5.8933,95.3214,29.47,76,87,10.32,ID,1718136511
555,diego de almagro,-26.3667,-70.05,25.85,16,0,2.98,CL,1718136511
556,guankou,28.15,113.6333,23.71,97,11,0.27,CN,1718136511
557,bel ombre,-4.6167,55.4167,27.48,80,95,3.66,SC,1718136511
558,cedeira,43.6797,-8.0209,15.54,72,64,6.73,ES,1718136511
559,gagarin,55.5529,34.9954,16.27,98,75,2.58,RU,1718136511
560,cabedelo,-6.9811,-34.8339,27.37,84,10,5.91,BR,1718136511
561,johnstown,40.3267,-78.922,21.47,53,0,1.54,US,1718136410
562,tsiombe,-25.3,45.4833,19.34,72,90,6.43,MG,1718136512
563,talodi,10.6325,30.3797,25.68,69,98,0.83,SD,1718136512
564,hubynykha,48.8108,35.2547,21.56,61,21,3.42,UA,1718136512
565,tirano,46.2154,10.1679,18.29,89,98,1.46,IT,1718136512
566,yass,-34.8333,148.9167,9.34,90,100,3.13,AU,1718136512
567,severobaykal'sk,55.65,109.3167,6.95,94,87,0.24,RU,1718136512
568,kindu,-2.95,25.95,25.38,55,94,0.36,CD,1718136512
